Date,Open,High,Low,Close,Adj Close,Volume
2019-09-05,9594.652344,9642.004883,9525.971680,9585.356445,9585.356445,13188821504
2019-09-06,9586.882813,9879.585938,9332.862305,9302.545898,9302.545898,17553807808
2019-09-07,9303.111328,9489.661133,9298.607422,9452.435547,9452.435547,13757572158
2019-09-08,9453.208008,9522.882813,9440.462891,9475.269531,9475.269531,12405793930
2019-09-09,9476.279297,9482.874023,9195.496094,9355.652344,9355.652344,15928586966
2019-09-10,9355.483398,9410.892578,9076.946289,9155.443359,9155.443359,13491378250
2019-09-11,9160.698242,9249.416992,9035.238281,9241.625977,9241.625977,14008172465
2019-09-12,9240.694336,9437.917969,9173.333008,9416.116211,9416.116211,13860393424
2019-09-13,9420.778320,9437.028320,9231.027344,9308.952148,9308.952148,12677713410
2019-09-14,9295.345703,9364.287109,9247.087891,9306.707031,9306.707031,12101638742
2019-09-15,9305.284180,9310.314453,9244.037109,9336.203125,9336.203125,10866163849
2019-09-16,9336.319336,9375.892578,9257.708984,9338.717773,9338.717773,13776332504
2019-09-17,9344.703125,9299.406250,9261.883789,9247.510742,9247.510742,13819521176
2019-09-18,9253.401367,9284.774414,9219.458008,9246.486328,9246.486328,14660255693
2019-09-19,9248.524414,9332.086914,8922.421875,9292.973633,9292.973633,18047239238
2019-09-20,9292.886719,9311.799805,9195.809570,9239.483398,9239.483398,13370761401
2019-09-21,9241.304688,9245.341797,9075.292969,9092.541992,9092.541992,12182959742
2019-09-22,9096.534180,9142.206055,9004.351563,9138.951172,9138.951172,11978776314
2019-09-23,9136.746094,9138.341797,8824.143555,8850.279297,8850.279297,13776581397
2019-09-24,8850.277344,8925.556641,7596.945801,7826.957031,7826.957031,22701120940
2019-09-25,7811.396973,7944.519043,7568.975586,7748.666992,7748.666992,19853045710
2019-09-26,7749.284668,7789.799805,7223.498535,7433.726563,7433.726563,17632812763
2019-09-27,7428.355469,7559.797852,7271.262207,7541.815430,7541.815430,14997033814
2019-09-28,7541.292969,7572.680664,7426.278809,7537.401367,7537.401367,12926102470
2019-09-29,7537.513184,7551.836914,7301.916016,7405.604980,7405.604980,11911044079
2019-09-30,7405.642090,7626.702148,7154.353516,7609.142578,7609.142578,15702454866
2019-10-01,7614.512695,7768.811035,7555.969727,7630.927734,7630.927734,13998573192
2019-10-02,7631.783691,7657.534180,7527.444824,7657.534180,7657.534180,11975466884
2019-10-03,7655.465332,7674.700684,7413.200684,7525.158203,7525.158203,12452803872
2019-10-04,7524.705078,7525.216309,7427.626953,7473.723145,7473.723145,11967022550
2019-10-05,7477.557617,7482.454590,7351.418945,7424.631348,7424.631348,11112578862
2019-10-06,7423.152344,7433.657227,7246.533691,7272.209473,7272.209473,11981277728
2019-10-07,7273.087402,7567.120605,7201.986816,7515.011230,7515.011230,16413971354
2019-10-08,7516.129395,7590.028809,7471.833496,7508.353027,7508.353027,14227161316
